ProductID,Color,Material,Size,Capacity,Power_W,Voltage,Warranty_Months
1599,Silver,Mesh,500ml,N/A,,220V,7
1600,Blue,Cotton,500ml,1L,120,,34
1601,Blue,Mesh,XXL,1L,120,220V,-3
1602,Silver,,XL,750ml,250,110V,-9
1603,Grey,Cotton,M,750ml,120,220V,38
1604,,Steel,,,120,220V,41
1605,,Mesh,500ml,N/A,120,230V,33
1606,Grey,Plastic,,500ml,120,220V,40
1607,Silver,Steel,S,1L,N/A,,4
1608,,Cotton,XXL,750ml,65,110V,37
1609,Red,,,500ml,,110V,31
1610,Black,Metal,,,250,,35
1611,Black,Metal,XL,1L,N/A,230V,10
1612,Black,Mesh,750ml,1L,65,110V,38
1613,Grey,Mesh,500ml,1L,250,,5
1614,Red,Plastic,500ml,500ml,,110V,43
1615,Blue,Cotton,500ml,,250,N/A,44
1616,Blue,Mesh,M,500ml,65,230V,44
1617,Silver,Cotton,M,N/A,65,230V,46
1618,Red,Steel,XXL,500ml,250,N/A,47
1619,Grey,Cotton,M,750ml,65,220V,45
1620,Red,Metal,XL,500ml,250,,6
1621,Grey,Steel,XL,1L,120,110V,-3
1622,Grey,Steel,XL,N/A,,110V,10
1623,Blue,Plastic,M,N/A,N/A,,-3
1624,,,XL,,N/A,220V,16
1625,White,Steel,15.6,N/A,120,,35
1626,,,XXL,1L,,230V,34
1627,Red,Cotton,XL,500ml,,N/A,40
1628,Red,Cotton,XL,1L,65,110V,-11
1629,Blue,Steel,S,,250,220V,18
1630,,Steel,S,750ml,65,,-6
1631,White,Mesh,15.6,,,230V,-7
1632,Silver,Plastic,,1L,120,230V,15
1633,Red,Metal,XXL,750ml,250,,20
1634,Silver,,S,N/A,,230V,-11
1635,Grey,Plastic,L,750ml,N/A,230V,-9
1636,Silver,,L,500ml,120,,-12
1637,Red,,500ml,1L,N/A,,4
1638,Red,Metal,L,500ml,65,N/A,26
1639,White,Plastic,15.6,1L,65,110V,7
1640,Blue,Plastic,XL,1L,,220V,17
1641,Silver,Mesh,500ml,1L,250,220V,18
1642,Red,Mesh,15.6,500ml,N/A,230V,30
1643,Blue,Metal,XL,,120,,43
1644,Black,Metal,M,,65,N/A,2
1645,Black,Cotton,XXL,1L,N/A,,1
1646,Grey,Metal,15.6,N/A,N/A,220V,32
1647,,Steel,XXL,500ml,N/A,110V,-1
1648,Grey,Metal,L,500ml,65,230V,32
1649,,,XL,1L,250,110V,-5
1650,Silver,Steel,XL,1L,,,3
1651,,Cotton,M,N/A,120,230V,-7
1652,White,Metal,,750ml,N/A,110V,-5
1653,,Metal,,750ml,,230V,24
1654,Blue,Mesh,500ml,750ml,,N/A,6
1655,Blue,Metal,S,N/A,N/A,230V,-8
1656,Black,Plastic,M,500ml,N/A,N/A,40
1657,,Metal,M,500ml,,N/A,42
1658,White,Steel,XXL,750ml,N/A,220V,38
1659,,Steel,500ml,500ml,N/A,110V,4
1660,,Plastic,XXL,,120,110V,17
1661,White,,L,500ml,120,220V,32
1662,,,M,1L,N/A,,4
1663,Blue,Cotton,S,750ml,120,110V,0
1664,Red,Cotton,15.6,500ml,250,220V,24
1665,Silver,,,1L,65,230V,38
1666,Silver,Plastic,750ml,750ml,65,N/A,17
1667,Blue,Mesh,750ml,500ml,,220V,25
1668,Red,Plastic,L,750ml,250,110V,46
1669,White,Plastic,XXL,500ml,65,N/A,34
1670,,,750ml,750ml,250,110V,-5
1671,Blue,Mesh,500ml,,120,110V,13
1672,Grey,,L,500ml,65,,40
1673,Silver,Steel,S,1L,250,220V,41
1674,White,Cotton,750ml,500ml,,110V,35
1675,,Mesh,M,,65,N/A,15
1676,Blue,Cotton,S,N/A,250,N/A,41
1677,Red,Steel,S,1L,N/A,N/A,-4
1678,Blue,Metal,,N/A,250,,0
1679,Red,Plastic,15.6,N/A,N/A,220V,19
1680,,Mesh,750ml,1L,,,26
1681,Red,Cotton,S,750ml,65,N/A,47
1682,Black,Metal,,1L,N/A,110V,29
1683,Grey,Cotton,,,N/A,N/A,35
1684,Grey,Plastic,XL,500ml,250,110V,-7
1685,Blue,Cotton,,500ml,65,110V,31
1686,Blue,Cotton,500ml,N/A,65,230V,23
1687,Silver,Cotton,M,500ml,120,110V,16
1688,Grey,Plastic,,,250,110V,22
1689,White,,750ml,,120,110V,6
1690,Silver,Plastic,,N/A,N/A,,30
1691,White,Steel,L,500ml,65,220V,5
1692,Grey,Steel,750ml,,65,110V,9
1693,,Metal,L,N/A,250,N/A,3
1694,,Metal,750ml,750ml,65,220V,-5
1695,Grey,Plastic,L,,N/A,110V,26
1696,Red,Metal,S,1L,65,230V,40
1697,Blue,Mesh,,1L,65,220V,21
1698,Black,Plastic,750ml,1L,,N/A,40
1699,Silver,Mesh,750ml,,65,230V,4
1700,,Cotton,S,N/A,N/A,,37
1701,Blue,,,1L,120,,18
1702,Grey,Plastic,15.6,N/A,120,220V,23
1703,,Metal,XXL,,,110V,13
1704,Grey,Cotton,500ml,1L,65,110V,10
1705,White,Metal,M,500ml,,,41
1706,Silver,Mesh,500ml,1L,65,110V,16
1707,,Plastic,,N/A,120,220V,-10
1708,Grey,,M,,120,110V,47
1709,White,Metal,15.6,1L,,230V,2
1710,Red,Steel,L,1L,65,230V,6
1711,Black,,L,,250,230V,14
1712,Silver,,,N/A,250,110V,1
1713,Black,Cotton,S,,250,,5
1714,Silver,Metal,S,N/A,N/A,110V,43
1715,Grey,Cotton,,750ml,N/A,110V,1
1716,Silver,Mesh,XL,N/A,65,230V,25
1717,,Metal,750ml,,N/A,,18
1718,Red,Cotton,XXL,500ml,N/A,110V,2
1719,White,Steel,L,750ml,,N/A,17
1720,Grey,Steel,750ml,N/A,120,230V,-1
1721,,Metal,XL,N/A,N/A,,9
1722,Grey,Steel,500ml,N/A,,230V,5
1723,Black,,XXL,N/A,65,220V,-2
1724,Red,,L,750ml,250,220V,20
1725,Grey,Steel,500ml,N/A,250,220V,-4
1726,Blue,Metal,XXL,500ml,N/A,110V,24
1727,,Cotton,S,750ml,,110V,-9
1728,White,Plastic,500ml,N/A,250,230V,22
1729,Blue,Cotton,M,1L,250,,41
1730,White,Cotton,XL,1L,N/A,230V,9
1731,Black,,,1L,65,N/A,45
1732,White,Mesh,M,750ml,,110V,15
1733,Blue,Mesh,500ml,750ml,,220V,13
1734,,,S,500ml,65,N/A,21
1735,White,Mesh,XL,500ml,,N/A,40
1736,Grey,Steel,M,500ml,65,230V,4
1737,,Steel,750ml,750ml,,230V,31
1738,Blue,,XXL,500ml,120,,39
1739,Silver,Metal,XL,750ml,N/A,220V,37
1740,Silver,Mesh,L,1L,65,220V,27
1741,Red,Mesh,M,500ml,N/A,110V,-9
1742,,Cotton,XL,1L,250,230V,28
1743,Silver,Cotton,500ml,1L,N/A,N/A,44
1744,Red,Metal,L,,,220V,5
1745,Red,Steel,15.6,500ml,65,N/A,5
1746,Silver,Steel,L,750ml,120,,28
1747,Blue,Metal,XXL,500ml,N/A,110V,4
1748,Black,Plastic,15.6,N/A,120,110V,-5
1749,Grey,Metal,500ml,750ml,,230V,35
1750,Grey,Mesh,500ml,500ml,120,110V,-4
1751,Blue,Steel,XXL,N/A,,110V,22
1752,White,Mesh,500ml,750ml,120,N/A,27
1753,Grey,Steel,750ml,750ml,120,230V,43
1754,Grey,Cotton,500ml,750ml,,220V,-8
1755,Blue,Cotton,,N/A,120,N/A,38
1756,,Steel,S,N/A,N/A,,4
1757,Black,Cotton,XXL,500ml,65,220V,-10
1758,Grey,Mesh,,750ml,250,110V,16
1759,Red,Cotton,XXL,,,,40
1760,Black,Mesh,L,,65,230V,1
1761,Grey,,XXL,,,220V,23
1762,White,Mesh,750ml,750ml,250,,-11
1763,Red,,15.6,,65,110V,-8
1764,Grey,Steel,15.6,500ml,65,220V,-9
1765,Red,Mesh,,1L,N/A,,-6
1766,Red,Plastic,15.6,1L,120,110V,15
1767,Red,Mesh,L,,N/A,N/A,-3
1768,Black,Plastic,M,N/A,N/A,110V,23
1769,Silver,Plastic,S,1L,120,220V,12
1770,Grey,Plastic,500ml,,250,230V,-8
1771,Red,Metal,15.6,N/A,120,N/A,20
1772,Grey,Mesh,750ml,,65,110V,8
1773,Grey,Cotton,500ml,,65,N/A,27
1774,Silver,,500ml,N/A,250,,-12
1775,Black,Steel,XXL,750ml,65,N/A,-2
1776,Grey,Cotton,S,1L,120,110V,19
1777,,Plastic,S,750ml,250,,18
1778,Red,Cotton,500ml,750ml,250,220V,12
1779,Grey,,750ml,500ml,,,24
1780,,,S,500ml,65,220V,21
1781,Grey,Cotton,15.6,,,N/A,13
1782,,,L,,250,230V,32
1783,White,Cotton,750ml,N/A,N/A,110V,-7
1784,Red,Cotton,S,N/A,N/A,110V,22
1785,Grey,Plastic,500ml,750ml,120,,7
1786,Silver,Mesh,L,,65,N/A,23
1787,,Steel,,N/A,250,220V,36
1788,Red,Cotton,XL,500ml,N/A,220V,33
1789,Grey,Steel,S,N/A,250,110V,11
1790,Grey,Cotton,XL,750ml,250,110V,34
1791,White,Plastic,S,N/A,N/A,,40
1792,Black,Metal,S,1L,N/A,220V,38
1793,Black,Metal,,1L,65,N/A,27
1794,Black,Cotton,L,750ml,,110V,18
1795,Black,,500ml,,,220V,25
1796,,,XL,1L,120,230V,40
1797,Blue,Plastic,L,1L,N/A,220V,47
1798,Black,Mesh,S,750ml,65,,46
1799,Blue,Mesh,XXL,N/A,120,110V,21
1800,Blue,Mesh,15.6,1L,120,N/A,6
1801,,Mesh,,500ml,65,110V,27
1802,Black,Cotton,M,1L,65,230V,39
1803,Grey,Steel,15.6,750ml,N/A,110V,-7
1804,Black,,15.6,1L,,110V,0
1805,Blue,Steel,750ml,N/A,120,N/A,26
1806,,Metal,S,750ml,65,220V,45
1807,White,Cotton,XL,750ml,65,,33
1808,Red,Mesh,15.6,750ml,,110V,-3
1809,Grey,Steel,XXL,500ml,250,230V,-10
1810,Grey,Cotton,XXL,500ml,65,230V,25
1811,Grey,Mesh,XXL,1L,N/A,110V,2
1812,Black,Steel,M,,,220V,41
1813,Grey,Steel,XL,N/A,65,N/A,18
1814,Black,Metal,XL,500ml,250,,9
1815,Silver,Metal,L,750ml,N/A,230V,5
1816,Red,Plastic,15.6,N/A,65,230V,47
1817,Black,,XXL,1L,N/A,220V,18
1818,Grey,Plastic,XL,500ml,250,110V,30
1819,White,Steel,L,1L,,230V,33
1820,,Mesh,L,,120,,32
1821,White,Plastic,XL,1L,250,110V,36
1822,,Plastic,S,,120,N/A,-1
1823,Grey,Steel,M,,120,220V,23
1824,,Metal,,1L,,220V,6
1825,Grey,,M,750ml,,N/A,12
1826,Black,Cotton,S,750ml,,N/A,42
1827,Red,Mesh,750ml,,,N/A,-9
1828,Black,,L,N/A,,220V,12
1829,Black,Steel,500ml,,65,,30
1830,Silver,Metal,500ml,750ml,N/A,110V,44
1831,Silver,Steel,,500ml,65,110V,2
1832,Blue,Metal,XL,750ml,250,110V,2
1833,White,,500ml,1L,250,N/A,-4
1834,Blue,Cotton,15.6,N/A,N/A,220V,15
1835,Red,Plastic,750ml,,N/A,N/A,28
1836,White,Plastic,500ml,,120,220V,35
1837,Silver,,,750ml,,,20
1838,White,Plastic,M,,120,220V,9
1839,,Mesh,XL,,N/A,220V,-7
1840,Grey,Steel,L,,65,230V,32
1841,Silver,Steel,XXL,500ml,120,220V,41
1842,Silver,Metal,XL,500ml,250,,-5
1843,Black,Metal,S,N/A,,,9
1844,Red,Steel,XXL,500ml,120,220V,-9
1845,,Steel,XL,,N/A,,29
1846,,Metal,XXL,500ml,250,220V,5
1847,Black,,750ml,500ml,,,41
1848,Red,Plastic,,750ml,250,230V,4
1849,Grey,Steel,750ml,N/A,250,230V,17
1850,White,Plastic,S,500ml,,230V,-5
1851,Blue,Plastic,S,750ml,,220V,-9
1852,White,Metal,L,750ml,65,220V,24
1853,White,Plastic,XL,,,N/A,45
1854,Silver,Steel,750ml,1L,N/A,,35
1855,Black,Steel,L,,120,110V,34
1856,Red,Cotton,XXL,750ml,120,,12
1857,White,Cotton,S,500ml,,110V,28
1858,Silver,Metal,S,750ml,250,220V,7
1859,Black,Cotton,500ml,500ml,250,230V,18
1860,Black,Metal,M,N/A,,220V,41
1861,Grey,Plastic,,500ml,250,,30
1862,Grey,Mesh,S,,120,220V,-3
1863,,Plastic,L,750ml,250,N/A,-5
1864,Silver,Plastic,L,,65,230V,32
1865,Blue,Plastic,15.6,N/A,N/A,220V,-6
1866,Blue,Metal,,750ml,250,230V,42
1867,White,Cotton,,,N/A,110V,11
1868,Blue,Mesh,750ml,,,220V,3
1869,Red,Steel,500ml,,N/A,,10
1870,Silver,Mesh,15.6,,N/A,N/A,10
1871,Silver,Metal,M,1L,N/A,,33
1872,White,Steel,,1L,250,220V,-7
1873,Grey,Mesh,M,500ml,65,,-6
1874,,Plastic,,N/A,N/A,230V,4
1875,White,Metal,XXL,,250,110V,19
1876,Red,Metal,500ml,1L,65,110V,13
1877,Black,,XL,,120,N/A,34
1878,Grey,Plastic,L,500ml,65,110V,23
1879,,Cotton,S,1L,,,47
1880,,Mesh,15.6,N/A,N/A,220V,-4
1881,Blue,Cotton,L,500ml,N/A,230V,40
1882,White,Cotton,XXL,,N/A,230V,27
1883,Silver,Cotton,750ml,500ml,65,220V,-12
1884,White,Metal,750ml,750ml,120,230V,22
1885,Grey,Mesh,XXL,N/A,250,N/A,0
1886,Blue,Mesh,500ml,,,230V,31
1887,Grey,Cotton,750ml,500ml,250,230V,31
1888,,Plastic,S,,120,220V,-9
1889,Black,Cotton,750ml,750ml,N/A,N/A,32
1890,Grey,Cotton,L,N/A,N/A,230V,-2
1891,Silver,Plastic,500ml,N/A,250,,13
1892,Red,,500ml,500ml,250,,-5
1893,Red,Metal,XXL,N/A,250,220V,0
1894,Silver,,15.6,750ml,N/A,220V,-6
1895,,,XL,1L,,110V,-9
1896,Grey,Steel,XL,,65,220V,46
1897,Red,Plastic,500ml,1L,N/A,220V,34
1898,Black,,L,1L,65,,27
1899,Red,Metal,XL,750ml,120,110V,0
1900,Red,,500ml,N/A,65,,31
1901,Blue,Plastic,,N/A,65,220V,13
1902,,Mesh,500ml,N/A,N/A,220V,-7
1903,Blue,Steel,15.6,,120,,-10
1904,White,Metal,S,,250,220V,41
1905,White,Plastic,S,,N/A,110V,-9
1906,Red,Steel,S,1L,250,110V,2
1907,Grey,Steel,L,N/A,,,43
1908,White,Mesh,XXL,750ml,N/A,N/A,-12
1909,Grey,,S,1L,65,110V,32
1910,Grey,Mesh,L,N/A,120,,22
1911,Blue,Cotton,XL,N/A,N/A,N/A,5
1912,Black,Metal,M,,65,110V,30
1913,White,Mesh,M,1L,65,220V,-9
1914,Red,Mesh,L,1L,N/A,110V,41
1915,Red,Metal,XXL,750ml,120,220V,-12
1916,Black,Plastic,L,N/A,250,110V,-8
1917,Silver,,500ml,1L,N/A,220V,31
1918,Grey,Mesh,750ml,500ml,N/A,220V,18
1919,Grey,,M,500ml,N/A,,-6
1920,Blue,Cotton,XL,,120,220V,19
1921,Red,Mesh,750ml,750ml,,,12
1922,Blue,Mesh,XXL,1L,,230V,-3
1923,Silver,Metal,M,1L,250,230V,6
1924,Grey,Plastic,15.6,N/A,65,N/A,-2
1925,White,Metal,,1L,N/A,110V,5
1926,Silver,Metal,750ml,750ml,250,N/A,45
1927,Silver,Cotton,750ml,,65,N/A,47
1928,Red,Metal,S,1L,,220V,-5
1929,White,Plastic,S,1L,,230V,8
1930,Blue,Mesh,S,500ml,250,110V,42
1931,Grey,Plastic,15.6,N/A,120,,7
1932,White,,XXL,750ml,,,-9
1933,,Plastic,M,500ml,65,N/A,10
1934,Blue,Mesh,L,1L,65,N/A,47
1935,White,Plastic,XXL,750ml,65,110V,0
1936,Silver,,S,500ml,65,230V,9
1937,Black,Metal,500ml,750ml,65,,3
1938,Red,Mesh,,N/A,120,110V,25
1939,Black,Mesh,S,750ml,65,220V,10
1940,Black,Cotton,L,500ml,250,N/A,4
1941,Grey,,M,750ml,250,110V,36
1942,White,Plastic,S,1L,,,14
1943,Silver,Metal,L,,120,220V,-2
1944,White,Plastic,S,1L,,N/A,-7
1945,Blue,Steel,,N/A,,110V,-9
1946,Red,Steel,500ml,750ml,,N/A,9
1947,Blue,Plastic,M,1L,,220V,-7
1948,,Mesh,XXL,N/A,120,N/A,23
1949,Red,Steel,M,N/A,65,,43
1950,,Metal,L,,,230V,2
1951,White,,500ml,500ml,250,,-1
1952,Blue,Plastic,XL,500ml,N/A,110V,29
1953,Red,Cotton,500ml,500ml,N/A,220V,0
1954,,Plastic,L,1L,N/A,220V,47
1955,White,Plastic,L,N/A,N/A,230V,45
1956,,Cotton,M,750ml,65,,1
1957,White,Steel,M,500ml,65,N/A,34
1958,Grey,Steel,750ml,1L,120,230V,30
1959,Red,Plastic,15.6,N/A,120,110V,-6
1960,Red,Cotton,XXL,N/A,N/A,110V,9
1961,Black,Steel,S,500ml,,N/A,45
1962,,Cotton,S,N/A,120,,34
1963,,Mesh,M,N/A,65,110V,26
1964,,Mesh,15.6,N/A,120,,1
1965,Silver,Metal,,750ml,250,,41
1966,Silver,,XL,500ml,250,N/A,44
1967,Red,Steel,XXL,1L,250,230V,39
1968,Red,,L,N/A,250,230V,19
1969,Black,Plastic,S,N/A,120,230V,21
1970,Silver,Cotton,M,500ml,120,,41
1971,,Metal,L,500ml,,220V,-6
1972,White,Cotton,L,750ml,250,N/A,4
1973,Blue,,XXL,500ml,120,230V,26
1974,Silver,Metal,,1L,N/A,,-3
1975,Blue,,15.6,750ml,65,N/A,37
1976,Blue,,M,750ml,N/A,N/A,4
1977,Black,Metal,15.6,500ml,65,,42
1978,Red,Steel,15.6,,,,33
1979,Grey,Mesh,500ml,750ml,,110V,24
1980,Black,Metal,,N/A,65,110V,-11
1981,Blue,Steel,XXL,1L,,,37
1982,Black,Metal,,500ml,120,230V,20
1983,Black,Mesh,,,N/A,230V,13
1984,Silver,Cotton,M,500ml,65,220V,24
1985,Red,Plastic,S,,65,,33
1986,,Steel,,N/A,N/A,N/A,7
1987,Black,Steel,500ml,750ml,N/A,,20
1988,Blue,Plastic,XXL,750ml,250,220V,8
1989,White,,L,500ml,65,110V,-1
1990,White,Steel,XL,500ml,65,,41
1991,Black,Plastic,L,1L,,110V,27
1992,,Metal,,N/A,,220V,-11
1993,Grey,,15.6,750ml,250,220V,11
1994,Silver,Cotton,XXL,1L,N/A,220V,-2
1995,,Metal,S,1L,N/A,230V,25
1996,Black,Steel,15.6,1L,250,110V,-4
1997,Blue,Plastic,XXL,1L,65,110V,17
1998,Red,,XXL,,N/A,220V,14
1999,White,Cotton,XXL,750ml,120,,-8
2000,Blue,,500ml,1L,120,N/A,42
2001,Red,Mesh,,,N/A,110V,-9
2002,Blue,Steel,XXL,,,110V,19
2003,Black,,XL,,N/A,110V,28
2004,Red,,,N/A,N/A,110V,4
2005,Red,Steel,M,750ml,,,5
2006,Blue,Metal,L,750ml,,N/A,30
2007,Black,Steel,,,N/A,220V,8
2008,Grey,Steel,500ml,,120,220V,42
2009,,Metal,500ml,,,,11
2010,White,,750ml,,120,,47
2011,Red,Plastic,L,N/A,65,N/A,25
2012,Blue,Cotton,XXL,750ml,65,,18
2013,White,Cotton,750ml,1L,65,220V,28
2014,,Cotton,15.6,,250,220V,14
2015,Black,Mesh,L,N/A,,220V,29
2016,Silver,,750ml,,250,110V,-8
2017,Grey,Cotton,M,1L,N/A,,43
2018,Black,Metal,XL,750ml,N/A,110V,11
2019,,Plastic,500ml,,N/A,N/A,30
2020,Blue,,500ml,N/A,,110V,27
2021,Grey,Steel,750ml,750ml,,230V,47
2022,Silver,Plastic,XXL,500ml,120,N/A,6
2023,Black,Metal,M,,250,230V,-3
2024,White,Plastic,L,750ml,65,N/A,12
2025,Blue,Mesh,15.6,1L,N/A,110V,47
2026,White,Metal,XXL,1L,N/A,230V,-4
2027,Silver,Metal,750ml,,,110V,28
2028,Blue,Steel,XL,500ml,,,16
2029,,Plastic,M,500ml,65,230V,-2
2030,,,XL,N/A,65,N/A,-6
2031,Red,Mesh,S,500ml,,230V,37
2032,Red,Steel,S,750ml,250,N/A,37
2033,Red,,L,,,N/A,23
2034,Black,Metal,L,N/A,,N/A,-9
2035,Silver,,L,N/A,,230V,-2
2036,Black,,,1L,65,220V,4
2037,Grey,Metal,XXL,750ml,65,110V,25
2038,Red,Cotton,,500ml,250,110V,10
2039,Red,Mesh,L,1L,,110V,44
2040,Red,Plastic,15.6,N/A,N/A,110V,18
2041,White,Mesh,L,,N/A,110V,45
2042,Black,Metal,15.6,750ml,,230V,18
2043,Silver,Steel,S,750ml,120,N/A,-2
2044,Silver,,,1L,65,220V,22
2045,Red,Mesh,15.6,500ml,120,N/A,28
2046,Silver,Plastic,XXL,N/A,250,220V,40
2047,Grey,Metal,750ml,1L,120,N/A,7
2048,White,Steel,XL,1L,,N/A,36
2049,Blue,Cotton,15.6,500ml,N/A,110V,7
2050,Blue,Steel,750ml,500ml,N/A,230V,-10
2051,Silver,,L,,120,220V,-2
2052,White,Steel,L,N/A,250,110V,29
2053,Grey,Metal,XXL,750ml,250,N/A,29
2054,Blue,Mesh,M,500ml,250,230V,38
2055,,Steel,L,,65,N/A,-4
2056,White,Metal,XL,1L,,,22
2057,Blue,,M,N/A,120,110V,-8
2058,Red,Plastic,,750ml,N/A,220V,45
2059,Blue,Mesh,500ml,N/A,250,110V,15
2060,Silver,Plastic,S,500ml,,110V,5
2061,Blue,Cotton,15.6,1L,120,230V,3
2062,Black,Mesh,XXL,1L,,220V,-9
2063,,Steel,15.6,1L,65,220V,3
2064,Grey,Plastic,XL,N/A,65,110V,-3
2065,,Cotton,,500ml,120,230V,-1
2066,Red,Steel,L,1L,120,,-6
2067,Red,Mesh,500ml,500ml,N/A,220V,2
2068,Red,Steel,15.6,,65,230V,29
2069,,Steel,15.6,750ml,65,,-5
2070,Silver,Metal,,1L,,N/A,7
2071,White,Plastic,750ml,750ml,120,,37
2072,White,Cotton,S,,120,110V,4
2073,,Plastic,750ml,1L,250,N/A,-4
2074,Black,Metal,750ml,500ml,120,N/A,-9
2075,White,Cotton,500ml,750ml,120,220V,42
2076,Grey,Plastic,XL,500ml,N/A,110V,32
2077,White,Cotton,15.6,500ml,120,N/A,33
2078,White,,500ml,,N/A,230V,37
2079,Blue,Plastic,XL,N/A,250,230V,27
2080,,Plastic,XXL,,N/A,,30
2081,Black,Plastic,,500ml,250,,45
2082,White,Mesh,500ml,N/A,,230V,41
2083,Silver,Steel,,N/A,120,110V,38
2084,Grey,,L,N/A,,220V,24
2085,Red,Mesh,L,1L,120,,-2
2086,Red,Plastic,L,1L,65,110V,-6
2087,Grey,Plastic,M,750ml,250,N/A,-4
2088,Blue,Steel,500ml,1L,N/A,,-9
2089,Silver,Steel,500ml,500ml,,,42
2090,,Plastic,15.6,500ml,,,-3
2091,White,Metal,750ml,N/A,250,110V,-10
2092,,Cotton,M,,120,,-9
2093,,Metal,XXL,N/A,N/A,N/A,2
2094,Grey,Plastic,,1L,250,220V,-7
2095,Silver,,XXL,750ml,250,110V,17
2096,Red,Steel,XL,1L,,220V,43
2097,Red,Steel,750ml,1L,120,,45
2098,Black,Steel,XXL,N/A,250,N/A,-12
2099,Blue,Plastic,XL,750ml,250,,28
2100,Black,Metal,S,1L,N/A,,18
2101,White,,XL,500ml,250,110V,20
2102,Blue,Mesh,15.6,750ml,120,220V,-2
2103,Red,Plastic,,N/A,,N/A,-8
2104,Blue,,XXL,,250,110V,47
2105,Black,,XXL,500ml,250,230V,24
2106,Black,Mesh,L,500ml,N/A,230V,27
2107,,Plastic,L,500ml,65,N/A,-1
2108,Grey,Steel,S,,120,N/A,38
2109,Grey,,XL,750ml,65,N/A,43
2110,,Metal,15.6,750ml,N/A,N/A,14
2111,Black,Cotton,15.6,750ml,N/A,220V,7
2112,Blue,Plastic,XXL,500ml,,220V,36
2113,,Steel,,500ml,,N/A,40
2114,Silver,Steel,500ml,N/A,120,110V,31
2115,Grey,Cotton,L,N/A,N/A,110V,4
2116,Red,Cotton,,500ml,250,,34
2117,Grey,Cotton,M,,N/A,,-11
2118,White,Metal,15.6,1L,120,230V,2
2119,,Cotton,750ml,500ml,120,N/A,-6
2120,,Steel,500ml,1L,N/A,110V,16
2121,Black,Plastic,L,1L,65,,45
2122,White,Cotton,XXL,N/A,,110V,36
2123,Black,Cotton,S,,250,N/A,-10
2124,Blue,,,1L,65,N/A,-3
2125,Blue,Steel,XL,750ml,120,230V,21
2126,White,Cotton,,,120,110V,44
2127,Black,Mesh,750ml,500ml,120,N/A,22
2128,Silver,,M,750ml,250,,43
2129,Silver,Metal,XXL,750ml,65,230V,4
2130,Black,,XL,,250,220V,3
2131,,Cotton,L,500ml,120,110V,3
2132,Grey,Plastic,,750ml,N/A,230V,25
2133,Blue,Cotton,XL,1L,N/A,N/A,1
2134,Silver,Metal,XL,1L,N/A,,35
2135,Blue,Cotton,500ml,,120,110V,-8
2136,Grey,Mesh,XXL,N/A,120,110V,24
2137,,Metal,750ml,,250,N/A,11
2138,Silver,Steel,15.6,,120,220V,-9
2139,Blue,,,500ml,65,230V,30
2140,White,Metal,500ml,1L,,110V,23
2141,Red,,M,,120,220V,31
2142,Grey,Plastic,,500ml,120,220V,11
2143,,Steel,500ml,1L,120,110V,-4
2144,Blue,Plastic,L,500ml,,220V,15
2145,Red,,500ml,,250,220V,41
2146,White,Steel,15.6,750ml,120,220V,33
2147,,Plastic,M,750ml,N/A,,-1
2148,White,Cotton,XL,N/A,,N/A,-2
2149,White,Cotton,15.6,500ml,250,110V,41
2150,Silver,Mesh,XL,,120,,-7
2151,Red,,L,N/A,N/A,,41
2152,Black,Cotton,500ml,1L,N/A,110V,29
2153,,Metal,,,120,220V,25
2154,Black,Cotton,M,500ml,,N/A,4
2155,Black,Plastic,,,120,N/A,14
2156,Black,Cotton,,,120,,2
2157,,,750ml,N/A,120,230V,3
2158,Black,Metal,M,750ml,,230V,7
2159,Black,Steel,,N/A,250,220V,-3
2160,Blue,Mesh,,750ml,65,,31
2161,Silver,Plastic,L,,,,12
2162,White,Plastic,S,N/A,65,110V,15
2163,Black,Metal,,1L,N/A,,3
2164,Silver,Mesh,M,750ml,N/A,,-12
2165,,Metal,XL,750ml,65,230V,-8
2166,Grey,,750ml,500ml,N/A,230V,35
2167,Red,Steel,M,,N/A,N/A,14
2168,Blue,Mesh,15.6,1L,250,110V,25
2169,,Steel,15.6,500ml,250,220V,35
2170,,,15.6,1L,N/A,,40
2171,Silver,Cotton,S,750ml,N/A,,9
2172,Silver,Plastic,S,1L,N/A,230V,47
2173,Black,Plastic,15.6,N/A,120,,9
2174,Silver,Cotton,XXL,,120,,29
2175,Black,Metal,M,1L,65,230V,10
2176,Silver,Metal,500ml,750ml,250,110V,34
2177,Silver,Plastic,750ml,1L,250,N/A,35
2178,Black,Metal,M,1L,120,N/A,12
2179,White,Metal,500ml,1L,250,220V,18
2180,Black,Mesh,XL,1L,,220V,11
2181,Blue,Cotton,XXL,1L,250,N/A,35
2182,Blue,Cotton,500ml,N/A,,230V,39
2183,Black,Steel,15.6,,65,220V,-4
2184,Grey,Plastic,L,1L,250,N/A,-10
2185,Silver,Mesh,,1L,120,220V,9
2186,Red,Cotton,XXL,500ml,,,22
2187,,Plastic,L,1L,65,230V,-11
2188,,Plastic,XL,1L,120,230V,30
2189,,Cotton,,500ml,250,220V,46
2190,,Plastic,15.6,,65,,22
2191,,Steel,,,,220V,39
2192,,Mesh,,750ml,,110V,26
2193,Black,,L,N/A,250,230V,-8
2194,Blue,Mesh,,500ml,N/A,110V,25
2195,Black,Cotton,15.6,1L,65,230V,3
2196,,,XL,750ml,120,230V,12
2197,Blue,Plastic,,,250,N/A,13
